Timestamp,Accel,Gyr,Label,Sep
13:27:32.145199,"['-634', ' 897', ' 1465', ' 443', ' 40', ' 65', ' -639', ' -1669', ' 440']","[' 192', ' 82', ' 65', ' 1733', ' 776', ' -848', ' 13', ' -178', ' 102']",pinch2finger,False
13:27:32.230518,"['-634', ' 925', ' 1449', ' 443', ' 40', ' 65', ' -557', ' -1683', ' 443']","[' 192', ' 82', ' 65', ' 1691', ' 710', ' -810', ' 13', ' -178', ' 102']",pinch2finger,False
13:27:32.232513,"['-785', ' 918', ' 1443', ' 443', ' 40', ' 65', ' -465', ' -1711', ' 525']","[' 192', ' 82', ' 65', ' 1655', ' 681', ' -763', ' 13', ' -178', ' 102']",pinch2finger,False
13:27:32.233510,"['-957', ' 824', ' 1551', ' 443', ' 40', ' 65', ' -447', ' -1836', ' 703']","[' 192', ' 82', ' 65', ' 1549', ' 683', ' -784', ' 13', ' -178', ' 102']",pinch2finger,False
13:27:32.234541,"['-1104', ' 639', ' 1744', ' 443', ' 40', ' 65', ' -525', ' -1974', ' 840']","[' 192', ' 82', ' 65', ' 1540', ' 683', ' -768', ' 13', ' -178', ' 102']",pinch2finger,False
13:27:32.235542,"['-1157', ' 501', ' 1907', ' 443', ' 40', ' 65', ' -551', ' -2072', ' 883']","[' 192', ' 82', ' 65', ' 1604', ' 657', ' -714', ' 13', ' -178', ' 102']",pinch2finger,False
13:27:32.236533,"['-1172', ' 415', ' 2032', ' 443', ' 40', ' 65', ' -538', ' -2157', ' 946']","[' 192', ' 82', ' 65', ' 1661', ' 647', ' -678', ' 13', ' -178', ' 102']",pinch2finger,False
13:27:32.238528,"['-1084', ' 383', ' 2054', ' 443', ' 40', ' 65', ' -501', ' -2123', ' 886']","[' 192', ' 82', ' 65', ' 1690', ' 641', ' -684', ' 13', ' -178', ' 102']",pinch2finger,False
13:27:32.239528,"['-987', ' 481', ' 2012', ' 443', ' 40', ' 65', ' -516', ' -2001', ' 769']","[' 192', ' 82', ' 65', ' 1788', ' 680', ' -728', ' 13', ' -178', ' 102']",pinch2finger,False
13:27:32.240522,"['-896', ' 639', ' 1820', ' 443', ' 40', ' 65', ' -574', ' -1821', ' 541']","[' 192', ' 82', ' 65', ' 1821', ' 727', ' -766', ' 13', ' -178', ' 102']",pinch2finger,False
13:27:32.241520,"['-709', ' 919', ' 1683', ' 443', ' 40', ' 65', ' -522', ' -1623', ' 299']","[' 192', ' 82', ' 65', ' 1883', ' 661', ' -772', ' 21', ' -92', ' 119']",pinch2finger,False
13:27:32.242521,"['-675', ' 1072', ' 1475', ' 443', ' 40', ' 65', ' -784', ' -1557', ' 205']","[' 244', ' 63', ' 71', ' 1813', ' 721', ' -764', ' 21', ' -92', ' 119']",pinch2finger,False
13:27:32.243515,"['-532', ' 1181', ' 1324', ' 443', ' 40', ' 65', ' -681', ' -1497', ' 272']","[' 244', ' 63', ' 71', ' 1741', ' 675', ' -761', ' 21', ' -92', ' 119']",pinch2finger,False
13:27:32.244512,"['-429', ' 1285', ' 1288', ' 443', ' 40', ' 65', ' -528', ' -1551', ' 436']","[' 244', ' 63', ' 71', ' 1764', ' 661', ' -771', ' 21', ' -92', ' 119']",pinch2finger,False
13:27:32.246539,"['-464', ' 1254', ' 1352', ' 412', ' 94', ' 80', ' -513', ' -1645', ' 637']","[' 244', ' 63', ' 71', ' 1794', ' 672', ' -718', ' 21', ' -92', ' 119']",pinch2finger,False
13:27:32.247537,"['-479', ' 1135', ' 1489', ' 412', ' 94', ' 80', ' -494', ' -1701', ' 730']","[' 244', ' 63', ' 71', ' 1719', ' 653', ' -614', ' 21', ' -92', ' 119']",pinch2finger,False
13:27:32.248532,"['-595', ' 1057', ' 1596', ' 412', ' 94', ' 80', ' -437', ' -1743', ' 782']","[' 244', ' 63', ' 71', ' 1665', ' 627', ' -528', ' 21', ' -92', ' 119']",pinch2finger,False
13:27:32.249531,"['-664', ' 1018', ' 1635', ' 412', ' 94', ' 80', ' -459', ' -1762', ' 822']","[' 244', ' 63', ' 71', ' 1644', ' 606', ' -532', ' 21', ' -92', ' 119']",pinch2finger,False
13:27:32.250529,"['-612', ' 1059', ' 1609', ' 412', ' 94', ' 80', ' -481', ' -1748', ' 771']","[' 244', ' 63', ' 71', ' 1689', ' 633', ' -578', ' 21', ' -92', ' 119']",pinch2finger,False
13:27:32.251528,"['-609', ' 1101', ' 1585', ' 412', ' 94', ' 80', ' -506', ' -1711', ' 746']","[' 244', ' 63', ' 71', ' 1763', ' 689', ' -657', ' 21', ' -92', ' 119']",pinch2finger,False
13:27:32.253523,"['-576', ' 1115', ' 1540', ' 412', ' 94', ' 80', ' -541', ' -1675', ' 696']","[' 244', ' 63', ' 71', ' 1772', ' 740', ' -715', ' 21', ' -92', ' 119']",pinch2finger,False
13:27:32.254518,"['-627', ' 1143', ' 1507', ' 412', ' 94', ' 80', ' -497', ' -1680', ' 670']","[' 244', ' 63', ' 71', ' 1789', ' 728', ' -754', ' 21', ' -92', ' 119']",pinch2finger,False
13:27:32.255516,"['-498', ' 1263', ' 1536', ' 412', ' 94', ' 80', ' -497', ' -1656', ' 641']","[' 244', ' 63', ' 71', ' 1731', ' 762', ' -742', ' 21', ' -92', ' 119']",pinch2finger,False
13:27:32.256503,"['-517', ' 1193', ' 1425', ' 412', ' 94', ' 80', ' -559', ' -1643', ' 668']","[' 244', ' 63', ' 71', ' 1725', ' 726', ' -794', ' 21', ' -92', ' 119']",pinch2finger,False
13:27:32.257510,"['-588', ' 1093', ' 1396', ' 412', ' 94', ' 80', ' -574', ' -1720', ' 700']","[' 257', ' 32', ' 98', ' 1745', ' 787', ' -759', ' -5', ' -68', ' 66']",pinch2finger,False
13:27:32.258507,"['-650', ' 1154', ' 1574', ' 412', ' 94', ' 80', ' -577', ' -1733', ' 767']","[' 257', ' 32', ' 98', ' 1733', ' 764', ' -736', ' -5', ' -68', ' 66']",pinch2finger,False
13:27:32.260044,"['-749', ' 951', ' 1671', ' 412', ' 94', ' 80', ' -477', ' -1879', ' 865']","[' 257', ' 32', ' 98', ' 1660', ' 750', ' -666', ' -5', ' -68', ' 66']",pinch2finger,False
13:27:32.261077,"['-925', ' 860', ' 1766', ' 371', ' 98', ' 100', ' -433', ' -1911', ' 890']","[' 257', ' 32', ' 98', ' 1638', ' 723', ' -699', ' -5', ' -68', ' 66']",pinch2finger,False
13:27:32.262072,"['-871', ' 804', ' 1834', ' 371', ' 98', ' 100', ' -422', ' -1994', ' 897']","[' 257', ' 32', ' 98', ' 1658', ' 778', ' -699', ' -5', ' -68', ' 66']",pinch2finger,False
13:27:32.263071,"['-921', ' 756', ' 1820', ' 371', ' 98', ' 100', ' -481', ' -2007', ' 905']","[' 257', ' 32', ' 98', ' 1621', ' 815', ' -783', ' -5', ' -68', ' 66']",pinch2finger,False
13:27:32.264067,"['-871', ' 722', ' 1786', ' 371', ' 98', ' 100', ' -571', ' -2012', ' 862']","[' 257', ' 32', ' 98', ' 1620', ' 832', ' -879', ' -5', ' -68', ' 66']",pinch2finger,False
13:27:32.265065,"['-901', ' 767', ' 1814', ' 371', ' 98', ' 100', ' -613', ' -1961', ' 785']","[' 257', ' 32', ' 98', ' 1645', ' 867', ' -952', ' -5', ' -68', ' 66']",pinch2finger,False
13:27:32.266064,"['-927', ' 789', ' 1791', ' 371', ' 98', ' 100', ' -631', ' -1956', ' 787']","[' 257', ' 32', ' 98', ' 1650', ' 864', ' -959', ' -5', ' -68', ' 66']",pinch2finger,False
13:27:32.267059,"['-980', ' 769', ' 1732', ' 371', ' 98', ' 100', ' -609', ' -1946', ' 768']","[' 257', ' 32', ' 98', ' 1691', ' 819', ' -929', ' -5', ' -68', ' 66']",pinch2finger,False
13:27:32.269057,"['-1073', ' 795', ' 1709', ' 371', ' 98', ' 100', ' -600', ' -1947', ' 783']","[' 257', ' 32', ' 98', ' 1756', ' 800', ' -880', ' -5', ' -68', ' 66']",pinch2finger,False
13:27:32.270050,"['-1099', ' 761', ' 1725', ' 371', ' 98', ' 100', ' -583', ' -1955', ' 805']","[' 257', ' 32', ' 98', ' 1767', ' 744', ' -782', ' -5', ' -68', ' 66']",pinch2finger,False
13:27:32.271048,"['-1144', ' 744', ' 1755', ' 371', ' 98', ' 100', ' -588', ' -1970', ' 812']","[' 257', ' 32', ' 98', ' 1779', ' 748', ' -709', ' -5', ' -68', ' 66']",pinch2finger,False
