Timestamp,Accel,Gyr,Label,Sep
15:47:04.157713,"['-1347', ' -354', ' 1462', ' 18', ' -12', ' 6', ' -1587', ' -797', ' -932']","[' 16', ' -3', ' -9', ' 1870', ' 267', ' 735', ' 18', ' 6', ' -14']",pinch2finger,False
15:47:04.247050,"['-1371', ' -341', ' 1465', ' 18', ' -12', ' 6', ' -1587', ' -790', ' -951']","[' 16', ' -3', ' -9', ' 1871', ' 265', ' 749', ' 18', ' 6', ' -14']",pinch2finger,False
15:47:04.248048,"['-1379', ' -362', ' 1445', ' 18', ' -12', ' 6', ' -1579', ' -825', ' -943']","[' 16', ' -3', ' -9', ' 1859', ' 262', ' 735', ' 18', ' 6', ' -14']",pinch2finger,False
15:47:04.249045,"['-1375', ' -349', ' 1444', ' 18', ' -12', ' 6', ' -1586', ' -799', ' -933']","[' 16', ' -3', ' -9', ' 1861', ' 271', ' 724', ' 18', ' 6', ' -14']",pinch2finger,False
15:47:04.250048,"['-1363', ' -335', ' 1437', ' 18', ' -12', ' 6', ' -1597', ' -791', ' -928']","[' 16', ' -3', ' -9', ' 1857', ' 289', ' 717', ' 18', ' 6', ' -14']",pinch2finger,False
15:47:04.251047,"['-1354', ' -329', ' 1448', ' 18', ' -12', ' 6', ' -1602', ' -796', ' -956']","[' 16', ' -3', ' -9', ' 1857', ' 290', ' 718', ' 18', ' 6', ' -14']",pinch2finger,False
15:47:04.252042,"['-1356', ' -335', ' 1442', ' 18', ' -12', ' 6', ' -1578', ' -800', ' -955']","[' 16', ' -3', ' -9', ' 1840', ' 296', ' 712', ' 18', ' 6', ' -14']",pinch2finger,False
15:47:04.253043,"['-1370', ' -311', ' 1448', ' 18', ' -12', ' 6', ' -1579', ' -812', ' -936']","[' 16', ' -3', ' -9', ' 1870', ' 280', ' 736', ' 18', ' 6', ' -14']",pinch2finger,False
15:47:04.254037,"['-1397', ' -333', ' 1440', ' 18', ' -12', ' 6', ' -1579', ' -817', ' -933']","[' 16', ' -3', ' -9', ' 1873', ' 298', ' 737', ' 18', ' 6', ' -14']",pinch2finger,False
15:47:04.256036,"['-1369', ' -331', ' 1481', ' 18', ' -12', ' 6', ' -1584', ' -824', ' -927']","[' 16', ' -3', ' -9', ' 1874', ' 304', ' 739', ' 18', ' 6', ' -14']",pinch2finger,False
15:47:04.257035,"['-1400', ' -345', ' 1484', ' 18', ' -12', ' 6', ' -1597', ' -821', ' -934']","[' 16', ' -3', ' -9', ' 1882', ' 297', ' 722', ' 18', ' 6', ' -14']",pinch2finger,False
15:47:04.258030,"['-1374', ' -351', ' 1466', ' 18', ' -12', ' 6', ' -1607', ' -832', ' -945']","[' 23', ' -4', ' -7', ' 1868', ' 303', ' 728', ' 12', ' 11', ' -17']",pinch2finger,False
15:47:04.259032,"['-1401', ' -340', ' 1466', ' 18', ' -12', ' 6', ' -1619', ' -818', ' -964']","[' 23', ' -4', ' -7', ' 1907', ' 292', ' 728', ' 12', ' 11', ' -17']",pinch2finger,False
15:47:04.260025,"['-1391', ' -346', ' 1462', ' 28', ' -14', ' 3', ' -1621', ' -823', ' -945']","[' 23', ' -4', ' -7', ' 1913', ' 283', ' 758', ' 12', ' 11', ' -17']",pinch2finger,False
15:47:04.262019,"['-1419', ' -384', ' 1490', ' 28', ' -14', ' 3', ' -1631', ' -800', ' -949']","[' 23', ' -4', ' -7', ' 1920', ' 272', ' 762', ' 12', ' 11', ' -17']",pinch2finger,False
15:47:04.263017,"['-1411', ' -379', ' 1486', ' 28', ' -14', ' 3', ' -1630', ' -813', ' -959']","[' 23', ' -4', ' -7', ' 1913', ' 282', ' 773', ' 12', ' 11', ' -17']",pinch2finger,False
15:47:04.264010,"['-1410', ' -382', ' 1494', ' 28', ' -14', ' 3', ' -1620', ' -831', ' -959']","[' 23', ' -4', ' -7', ' 1921', ' 288', ' 758', ' 12', ' 11', ' -17']",pinch2finger,False
15:47:04.265013,"['-1420', ' -396', ' 1490', ' 28', ' -14', ' 3', ' -1634', ' -813', ' -979']","[' 23', ' -4', ' -7', ' 1902', ' 280', ' 752', ' 12', ' 11', ' -17']",pinch2finger,False
15:47:04.266009,"['-1442', ' -409', ' 1483', ' 28', ' -14', ' 3', ' -1633', ' -811', ' -972']","[' 23', ' -4', ' -7', ' 1901', ' 283', ' 764', ' 12', ' 11', ' -17']",pinch2finger,False
15:47:04.268004,"['-1435', ' -408', ' 1487', ' 28', ' -14', ' 3', ' -1654', ' -793', ' -974']","[' 23', ' -4', ' -7', ' 1931', ' 271', ' 756', ' 12', ' 11', ' -17']",pinch2finger,False
15:47:04.269001,"['-1437', ' -397', ' 1489', ' 28', ' -14', ' 3', ' -1653', ' -799', ' -965']","[' 23', ' -4', ' -7', ' 1949', ' 257', ' 784', ' 12', ' 11', ' -17']",pinch2finger,False
15:47:04.270003,"['-1446', ' -398', ' 1489', ' 28', ' -14', ' 3', ' -1648', ' -794', ' -953']","[' 23', ' -4', ' -7', ' 1947', ' 271', ' 778', ' 12', ' 11', ' -17']",pinch2finger,False
15:47:04.270999,"['-1459', ' -377', ' 1452', ' 28', ' -14', ' 3', ' -1645', ' -799', ' -957']","[' 23', ' -4', ' -7', ' 1958', ' 269', ' 779', ' 12', ' 11', ' -17']",pinch2finger,False
15:47:04.271996,"['-1439', ' -357', ' 1455', ' 28', ' -14', ' 3', ' -1622', ' -805', ' -965']","[' 23', ' -4', ' -7', ' 1950', ' 256', ' 774', ' 12', ' 11', ' -17']",pinch2finger,False
15:47:04.273953,"['-1428', ' -372', ' 1473', ' 28', ' -14', ' 3', ' -1637', ' -790', ' -959']","[' 22', ' -3', ' -6', ' 1945', ' 254', ' 772', ' 8', ' 10', ' -16']",pinch2finger,False
15:47:04.274990,"['-1430', ' -373', ' 1480', ' 28', ' -14', ' 3', ' -1648', ' -795', ' -973']","[' 22', ' -3', ' -6', ' 1921', ' 263', ' 757', ' 8', ' 10', ' -16']",pinch2finger,False
15:47:04.275985,"['-1434', ' -371', ' 1465', ' 27', ' -15', ' 0', ' -1629', ' -782', ' -953']","[' 22', ' -3', ' -6', ' 1920', ' 258', ' 756', ' 8', ' 10', ' -16']",pinch2finger,False
15:47:04.276982,"['-1439', ' -385', ' 1472', ' 27', ' -15', ' 0', ' -1635', ' -783', ' -965']","[' 22', ' -3', ' -6', ' 1918', ' 246', ' 765', ' 8', ' 10', ' -16']",pinch2finger,False
15:47:04.277981,"['-1402', ' -391', ' 1484', ' 27', ' -15', ' 0', ' -1623', ' -775', ' -963']","[' 22', ' -3', ' -6', ' 1917', ' 258', ' 749', ' 8', ' 10', ' -16']",pinch2finger,False
15:47:04.278977,"['-1390', ' -371', ' 1485', ' 27', ' -15', ' 0', ' -1634', ' -776', ' -946']","[' 22', ' -3', ' -6', ' 1904', ' 269', ' 734', ' 8', ' 10', ' -16']",pinch2finger,False
15:47:04.279975,"['-1378', ' -369', ' 1472', ' 27', ' -15', ' 0', ' -1598', ' -809', ' -956']","[' 22', ' -3', ' -6', ' 1889', ' 269', ' 762', ' 8', ' 10', ' -16']",pinch2finger,False
15:47:04.280972,"['-1381', ' -344', ' 1466', ' 27', ' -15', ' 0', ' -1625', ' -782', ' -948']","[' 22', ' -3', ' -6', ' 1898', ' 276', ' 743', ' 8', ' 10', ' -16']",pinch2finger,False
15:47:04.282968,"['-1366', ' -344', ' 1444', ' 27', ' -15', ' 0', ' -1599', ' -803', ' -950']","[' 22', ' -3', ' -6', ' 1906', ' 280', ' 755', ' 8', ' 10', ' -16']",pinch2finger,False
15:47:04.283963,"['-1380', ' -326', ' 1454', ' 27', ' -15', ' 0', ' -1613', ' -777', ' -952']","[' 22', ' -3', ' -6', ' 1907', ' 259', ' 745', ' 8', ' 10', ' -16']",pinch2finger,False
15:47:04.284967,"['-1377', ' -352', ' 1444', ' 27', ' -15', ' 0', ' -1597', ' -775', ' -939']","[' 22', ' -3', ' -6', ' 1902', ' 254', ' 761', ' 8', ' 10', ' -16']",pinch2finger,False
15:47:04.285960,"['-1376', ' -346', ' 1467', ' 27', ' -15', ' 0', ' -1599', ' -781', ' -947']","[' 22', ' -3', ' -6', ' 1910', ' 261', ' 738', ' 8', ' 10', ' -16']",pinch2finger,False
15:47:04.286955,"['-1387', ' -357', ' 1456', ' 27', ' -15', ' 0', ' -1610', ' -799', ' -938']","[' 22', ' -3', ' -6', ' 1909', ' 262', ' 752', ' 8', ' 10', ' -16']",pinch2finger,False
15:47:04.287992,"['-1407', ' -364', ' 1452', ' 27', ' -15', ' 0', ' -1583', ' -796', ' -937']","[' 22', ' -3', ' -6', ' 1890', ' 263', ' 752', ' 4', ' 4', ' -8']",pinch2finger,False
15:47:04.288991,"['-1401', ' -354', ' 1461', ' 27', ' -15', ' 0', ' -1586', ' -809', ' -950']","[' 18', ' 4', ' -4', ' 1898', ' 293', ' 737', ' 4', ' 4', ' -8']",pinch2finger,False
15:47:04.289990,"['-1375', ' -373', ' 1478', ' 19', ' -11', ' -4', ' -1600', ' -803', ' -957']","[' 18', ' 4', ' -4', ' 1876', ' 288', ' 732', ' 4', ' 4', ' -8']",pinch2finger,False
15:47:04.290986,"['-1377', ' -357', ' 1459', ' 19', ' -11', ' -4', ' -1599', ' -810', ' -953']","[' 18', ' 4', ' -4', ' 1868', ' 298', ' 721', ' 4', ' 4', ' -8']",pinch2finger,False
15:47:04.291984,"['-1377', ' -342', ' 1466', ' 19', ' -11', ' -4', ' -1597', ' -808', ' -960']","[' 18', ' 4', ' -4', ' 1868', ' 293', ' 732', ' 4', ' 4', ' -8']",pinch2finger,False
15:47:04.293981,"['-1378', ' -341', ' 1471', ' 19', ' -11', ' -4', ' -1592', ' -798', ' -962']","[' 18', ' 4', ' -4', ' 1900', ' 299', ' 741', ' 4', ' 4', ' -8']",pinch2finger,False
15:47:04.294979,"['-1392', ' -346', ' 1448', ' 19', ' -11', ' -4', ' -1596', ' -805', ' -956']","[' 18', ' 4', ' -4', ' 1901', ' 280', ' 750', ' 4', ' 4', ' -8']",pinch2finger,False
15:47:04.295973,"['-1400', ' -333', ' 1449', ' 19', ' -11', ' -4', ' -1597', ' -810', ' -949']","[' 18', ' 4', ' -4', ' 1891', ' 287', ' 734', ' 4', ' 4', ' -8']",pinch2finger,False
15:47:04.296970,"['-1396', ' -324', ' 1457', ' 19', ' -11', ' -4', ' -1593', ' -822', ' -946']","[' 18', ' 4', ' -4', ' 1891', ' 286', ' 729', ' 4', ' 4', ' -8']",pinch2finger,False
15:47:04.297967,"['-1392', ' -339', ' 1486', ' 19', ' -11', ' -4', ' -1605', ' -830', ' -960']","[' 18', ' 4', ' -4', ' 1871', ' 289', ' 742', ' 4', ' 4', ' -8']",pinch2finger,False
15:47:04.298964,"['-1384', ' -354', ' 1476', ' 19', ' -11', ' -4', ' -1616', ' -832', ' -949']","[' 18', ' 4', ' -4', ' 1868', ' 306', ' 726', ' 4', ' 4', ' -8']",pinch2finger,False
15:47:04.299965,"['-1407', ' -378', ' 1496', ' 19', ' -11', ' -4', ' -1610', ' -841', ' -967']","[' 18', ' 4', ' -4', ' 1884', ' 313', ' 733', ' 4', ' 4', ' -8']",pinch2finger,False
15:47:04.302653,"['-1389', ' -392', ' 1492', ' 19', ' -11', ' -4', ' -1616', ' -826', ' -985']","[' 18', ' 4', ' -4', ' 1890', ' 309', ' 703', ' 4', ' 4', ' -8']",pinch2finger,False
